origin,destination,routeCount,ok,mismatches
Shirley,Bowdoin,8,true,""
West Medford,South Street,8,true,""
Aquarium,Littleton/Route 495,8,true,""
Cohasset,Yawkey,8,true,""
Broadway,Greenwood,8,true,""
Halifax,South Attleboro,8,true,""
Whitman,Wyoming Hill,8,true,""
Broadway,South Station,8,true,""
Plimptonville,Summit Avenue,8,true,""
West Concord,Winchester Center,8,true,""
Hersey,Aquarium,8,true,""
Kent Street,Waban,8,true,""
Southborough,Washington Square,8,true,""
Haymarket,Kingston,8,true,""
Blandford Street,Norfolk,8,true,""
Eliot,Haverhill,8,true,""
Aquarium,Coolidge Corner,8,true,""
Greenbush,Gloucester,8,true,""
Abington,Cleveland Circle,8,true,""
Wakefield,Allston Street,8,true,""
Riverway,Winchester Center,8,true,""
Kendal Green,Brandon Hall,8,true,""
Wyoming Hill,Reservoir,8,true,""
Boston University East,Lawrence,8,true,""
Revere Beach,North Beverly,8,true,""
Riverside,Haverhill,8,true,""
Longwood Medical Area,Copley,8,true,""
Sharon,Needham Center,8,true,""
Chestnut Hill,West Natick,8,true,""
Beverly,Hawes Street,8,true,""
Stoughton,Boylston,8,true,""
Orient Heights,Yawkey,8,true,""
Natick Center,Four Corners/Geneva,8,true,""
Wollaston,Morton Street,8,true,""
Westborough,Longwood,8,true,""
Swampscott,Morton Street,8,true,""
Endicott,Framingham,8,true,""
Wedgemere,Community College,8,true,""
Four Corners/Geneva,North Quincy,8,true,""
North Leominster,Waverley,8,true,""
West Hingham,Southborough,8,true,""
Fenwood Road,Pleasant Street,8,true,""
Central,Eliot,8,true,""
Kendal Green,Longwood Medical Area,8,true,""
Oak Grove,Attleboro,8,true,""
Boston University Central,Harvard,8,true,""
Wellesley Hills,Silver Hill,8,true,""
Waltham,West Gloucester,8,true,""
Allston Street,T.F. Green Airport,8,true,""
Morton Street,Beverly,8,true,""
Canton Junction,Boylston,8,true,""
Weymouth Landing/East Braintree,Prides Crossing,8,true,""
Whitman,Chestnut Hill,8,true,""
Swampscott,Charles/MGH,8,true,""
Islington,Lawrence,8,true,""
Canton Junction,Salem,8,true,""
Wellesley Hills,Needham Center,8,true,""
Wellesley Hills,Natick Center,8,true,""
Sutherland Road,Wonderland,8,true,""
Prudential,Hastings,8,true,""
Broadway,Hawes Street,8,true,""
Attleboro,Science Park/West End,8,true,""
Dean Road,Mishawum,8,true,""
Blandford Street,Wonderland,8,true,""
Coolidge Corner,North Billerica,8,true,""
Shawmut,Chiswick Road,8,true,""
Abington,Four Corners/Geneva,8,true,""
Orient Heights,Symphony,8,true,""
Revere Beach,Nantasket Junction,8,true,""
Rowley,Woodland,8,true,""
Chinatown,Auburndale,8,true,""
Windsor Gardens,Fenwood Road,8,true,""
Kendall/MIT,Saint Paul Street,8,true,""
Forest Hills,Sullivan Square,8,true,""
Museum of Fine Arts,Saint Marys Street,8,true,""
Central,Highland,8,true,""
Uphams Corner,Boston University Central,8,true,""
Broadway,Weymouth Landing/East Braintree,8,true,""
Gloucester,Pleasant Street,8,true,""
Shirley,West Hingham,8,true,""
Cleveland Circle,Brookline Hills,8,true,""
Riverway,Roxbury Crossing,8,true,""
Plimptonville,Green Street,8,true,""
Shirley,Littleton/Route 495,8,true,""
Worcester/Union Station,Assembly,8,true,""
Fairbanks Street,Littleton/Route 495,8,true,""
Woodland,Uphams Corner,8,true,""
Franklin/Dean College,Copley,8,true,""
Belmont,Attleboro,8,true,""
Boston University East,Halifax,8,true,""
Fitchburg,Central,8,true,""
Ashland,T.F. Green Airport,8,true,""
Fairmount,Melrose/Cedar Park,8,true,""
Assembly,Fenway,8,true,""
South Station,Cleveland Circle,8,true,""
Morton Street,Windsor Gardens,8,true,""
West Gloucester,Airport,8,true,""
Endicott,West Natick,8,true,""
Hastings,Anderson/Woburn,8,true,""
Chinatown,Endicott,8,true,""
Beachmont,Porter,8,true,""
Grafton,Airport,8,true,""
Islington,Weymouth Landing/East Braintree,8,true,""
Ashland,Wakefield,8,true,""
Plimptonville,T.F. Green Airport,8,true,""
Roslindale Village,North Leominster,8,true,""
Harvard,Roslindale Village,8,true,""
Savin Hill,Bradford,8,true,""
Cohasset,Swampscott,8,true,""
Route 128,Forest Hills,8,true,""
Greenwood,Anderson/Woburn,8,true,""
Anderson/Woburn,Canton Junction,8,true,""
Rowley,Lawrence,8,true,""
Hawes Street,Needham Heights,8,true,""
Babcock Street,Government Center,8,true,""
Revere Beach,Andrew,8,true,""
Montserrat,Ruggles,8,true,""
Boylston,Hynes Convention Center,8,true,""
Kent Street,Nantasket Junction,8,true,""
Needham Junction,South Station,8,true,""
Wilmington,Gloucester,8,true,""
Shirley,Wellesley Farms,8,true,""
Coolidge Corner,Plymouth,8,true,""
Shawmut,Fairmount,8,true,""
Sutherland Road,Orient Heights,8,true,""
Heath Street,Waverley,8,true,""
Wollaston,Broadway,8,true,""
Brigham Circle,Endicott,8,true,""
Fairmount,Green Street,8,true,""
Lowell,Newmarket,8,true,""
Winchester Center,Canton Center,8,true,""
Chiswick Road,Newtonville,8,true,""
South Station,Brigham Circle,8,true,""
Washington Square,Windsor Gardens,8,true,""
Tappan Street,Uphams Corner,8,true,""
Oak Grove,Prudential,8,true,""
Newburyport,Brigham Circle,8,true,""
Newburyport,Packards Corner,8,true,""
Roxbury Crossing,South Weymouth,8,true,""
Longwood Medical Area,North Scituate,8,true,""
Needham Heights,Brigham Circle,8,true,""
Ayer,Norwood Central,8,true,""
Wollaston,Forge Park/495,8,true,""
South Weymouth,Ashland,8,true,""
Dean Road,North Wilmington,8,true,""
Talbot Avenue,Shirley,8,true,""
Green Street,Fields Corner,8,true,""
Jackson Square,Reading,8,true,""
Chestnut Hill,Needham Heights,8,true,""
Fairbanks Street,Quincy Center,8,true,""
Boston University Central,North Scituate,8,true,""
Melrose Highlands,Sullivan Square,8,true,""
Wellington,Lincoln,8,true,""
Brigham Circle,Chelsea,8,true,""
West Newton,Reservoir,8,true,""
Fitchburg,South Attleboro,8,true,""
Wellesley Square,West Medford,8,true,""
North Station,Assembly,8,true,""
Sharon,Savin Hill,8,true,""
Tappan Street,Morton Street,8,true,""
Abington,Englewood Avenue,8,true,""
Blandford Street,Hyde Park,8,true,""
Fenway,Davis,8,true,""
Waltham,Wyoming Hill,8,true,""
Plymouth,Back of the Hill,8,true,""
Newton Centre,Melrose/Cedar Park,8,true,""
Ashland,Wakefield,8,true,""
Wilmington,Whitman,8,true,""
Boylston,Melrose/Cedar Park,8,true,""
Franklin/Dean College,Greenwood,8,true,""
Maverick,Wellesley Farms,8,true,""
Windsor Gardens,Hamilton/Wenham,8,true,""
Plimptonville,Four Corners/Geneva,8,true,""
Washington Street,Greenwood,8,true,""
Anderson/Woburn,Saint Marys Street,8,true,""
Westborough,Dedham Corporate Center,8,true,""
Boston University East,Packards Corner,8,true,""
Wyoming Hill,Heath Street,8,true,""
Boylston,Nantasket Junction,8,true,""
Braintree,Orient Heights,8,true,""
South Weymouth,Littleton/Route 495,8,true,""
Wakefield,Downtown Crossing,8,true,""
Savin Hill,Brandeis/Roberts,8,true,""
Braintree,Islington,8,true,""
Plymouth,Readville,8,true,""
Worcester/Union Station,North Leominster,8,true,""
Natick Center,Beverly,8,true,""
Cohasset,Forest Hills,8,true,""
Wyoming Hill,Prides Crossing,8,true,""
Jackson Square,Braintree,8,true,""
Charles/MGH,Wakefield,8,true,""
Bowdoin,Newtonville,8,true,""
Braintree,Green Street,8,true,""
Maverick,West Concord,8,true,""
Roslindale Village,Sullivan Square,8,true,""
Attleboro,North Billerica,8,true,""
Ashland,West Medford,8,true,""
Sharon,Fairmount,8,true,""
Ayer,Islington,8,true,""
Lynn,Sharon,8,true,""
Roslindale Village,Saint Marys Street,8,true,""
Aquarium,Charles/MGH,8,true,""
Bellevue,Salem,8,true,""
Beaconsfield,Massachusetts Avenue,8,true,""
Davis,Stoughton,8,true,""
Fields Corner,Suffolk Downs,8,true,""
Wachusett,Dedham Corporate Center,8,true,""
West Concord,Northeastern University,8,true,""
Uphams Corner,Tappan Street,8,true,""
Chiswick Road,Porter,8,true,""
Framingham,Oak Grove,8,true,""
Shawmut,Littleton/Route 495,8,true,""
Harvard Avenue,Melrose/Cedar Park,8,true,""
Washington Square,South Weymouth,8,true,""
Grafton,Belmont,8,true,""
Wellesley Farms,Government Center,8,true,""
Dedham Corporate Center,Riverside,8,true,""
Assembly,Oak Grove,8,true,""
Ashmont,North Wilmington,8,true,""
Kenmore,Museum of Fine Arts,8,true,""
Fields Corner,Airport,8,true,""
Ayer,Boston University East,8,true,""
Beaconsfield,Anderson/Woburn,8,true,""
Brookline Village,Roxbury Crossing,8,true,""
West Gloucester,Park Street,8,true,""
Mansfield,South Weymouth,8,true,""
Montserrat,Hanson,8,true,""
Shirley,Concord,8,true,""
Rowley,Packards Corner,8,true,""
Needham Heights,Wellesley Farms,8,true,""
Longwood,Charles/MGH,8,true,""
Melrose/Cedar Park,West Medford,8,true,""
Washington Street,Whitman,8,true,""
Chelsea,Prides Crossing,8,true,""
Ipswich,Harvard Avenue,8,true,""
Littleton/Route 495,West Newton,8,true,""
Eliot,Roslindale Village,8,true,""
Sutherland Road,East Weymouth,8,true,""
Chiswick Road,Greenwood,8,true,""
Community College,Sullivan Square,8,true,""
Sharon,Lowell,8,true,""
Swampscott,Hamilton/Wenham,8,true,""
Greenbush,Waverley,8,true,""
Grafton,Roslindale Village,8,true,""
North Beverly,Harvard,8,true,""
South Weymouth,Lawrence,8,true,""
Fenway,Southborough,8,true,""
Symphony,South Acton,8,true,""
Reservoir,Stony Brook,8,true,""
Prides Crossing,Wellesley Hills,8,true,""
Canton Center,Southborough,8,true,""
North Scituate,Brandon Hall,8,true,""
Babcock Street,State,8,true,""
Woodland,Canton Center,8,true,""
Jackson Square,North Beverly,8,true,""
Waverley,Woodland,8,true,""
Andrew,Windsor Gardens,8,true,""
Wilmington,Boylston,8,true,""
Brandeis/Roberts,West Hingham,8,true,""
Brookline Village,Montserrat,8,true,""
Stony Brook,Hersey,8,true,""
Blandford Street,Mishawum,8,true,""
Newtonville,Wollaston,8,true,""
Halifax,Foxboro,8,true,""
Park Street,Kent Street,8,true,""
Arlington,Riverside,8,true,""
Talbot Avenue,Norwood Central,8,true,""
Newburyport,Uphams Corner,8,true,""
Riverway,Brandon Hall,8,true,""
Wollaston,Quincy Adams,8,true,""
Hastings,Back of the Hill,8,true,""
Rockport,Lynn,8,true,""
Airport,West Hingham,8,true,""
Coolidge Corner,Route 128,8,true,""
Nantasket Junction,South Street,8,true,""
Haymarket,Bowdoin,8,true,""
Kendal Green,Kingston,8,true,""
Norwood Central,Brandeis/Roberts,8,true,""
Warren Street,Belmont,8,true,""
Arlington,Griggs Street,8,true,""
Ashland,Eliot,8,true,""
Norfolk,Coolidge Corner,8,true,""
Massachusetts Avenue,Porter,8,true,""
Wakefield,Wood Island,8,true,""
Downtown Crossing,Riverside,8,true,""
Orient Heights,Plymouth,8,true,""
Haymarket,Kingston,8,true,""
Kent Street,West Hingham,8,true,""
Ballardvale,Stoughton,8,true,""
Waban,Kenmore,8,true,""
Boston University West,Haymarket,8,true,""
Allston Street,Weymouth Landing/East Braintree,8,true,""
Coolidge Corner,Back Bay,8,true,""
Green Street,North Scituate,8,true,""
Boylston,Porter,8,true,""
Back of the Hill,Beverly Farms,8,true,""
West Natick,Oak Grove,8,true,""
Chinatown,Islington,8,true,""
Wedgemere,Park Street,8,true,""
Forest Hills,Porter,8,true,""
Wachusett,Wyoming Hill,8,true,""
Beverly Farms,Porter,8,true,""
Back of the Hill,Auburndale,8,true,""
Roxbury Crossing,Mishawum,8,true,""
Porter,Chelsea,8,true,""
Halifax,Hynes Convention Center,8,true,""
Anderson/Woburn,Community College,8,true,""
East Weymouth,Broadway,8,true,""
Maverick,Kendall/MIT,8,true,""
Wellesley Farms,Copley,8,true,""
Brookline Hills,Assembly,8,true,""
Boylston,Roxbury Crossing,8,true,""
Sullivan Square,Wedgemere,8,true,""
Lowell,Southborough,8,true,""
Fitchburg,Blandford Street,8,true,""
Wollaston,Tappan Street,8,true,""
Longwood Medical Area,Haymarket,8,true,""
North Billerica,Kendall/MIT,8,true,""
Wakefield,Endicott,8,true,""
North Leominster,Littleton/Route 495,8,true,""
Wilmington,Davis,8,true,""
Route 128,Wakefield,8,true,""
Kenmore,Aquarium,8,true,""
Prudential,Brookline Village,8,true,""
Back of the Hill,North Wilmington,8,true,""
Mishawum,Newburyport,8,true,""
Natick Center,South Attleboro,8,true,""
Dean Road,Bellevue,8,true,""
West Hingham,Needham Junction,8,true,""
Chinatown,Weymouth Landing/East Braintree,8,true,""
Wilmington,Boston University West,8,true,""
Aquarium,Bradford,8,true,""
Wakefield,Charles/MGH,8,true,""
Wyoming Hill,Boston College,8,true,""
Halifax,Brandeis/Roberts,8,true,""
Fairbanks Street,Shawmut,8,true,""
Four Corners/Geneva,Newmarket,8,true,""
Endicott,Gloucester,8,true,""
South Street,Halifax,8,true,""
Walpole,North Billerica,8,true,""
Quincy Center,Ballardvale,8,true,""
Arlington,Longwood Medical Area,8,true,""
South Station,Allston Street,8,true,""
Uphams Corner,Hyde Park,8,true,""
Hanson,Kingston,8,true,""
Northeastern University,Newburyport,8,true,""
Wickford Junction,Lynn,8,true,""
Back Bay,Waltham,8,true,""
Rockport,Dedham Corporate Center,8,true,""
Talbot Avenue,Brookline Hills,8,true,""
Beaconsfield,Worcester/Union Station,8,true,""
Warren Street,Quincy Adams,8,true,""
Kendall/MIT,Talbot Avenue,8,true,""
Copley,Route 128,8,true,""
Wellington,North Wilmington,8,true,""
Franklin/Dean College,Rockport,8,true,""
North Beverly,Needham Center,8,true,""
Waltham,Broadway,8,true,""
Chiswick Road,Downtown Crossing,8,true,""
North Quincy,West Roxbury,8,true,""
Salem,Newton Centre,8,true,""
Ipswich,North Wilmington,8,true,""
Anderson/Woburn,Tufts Medical Center,8,true,""
Bradford,Needham Heights,8,true,""
Roxbury Crossing,Saint Paul Street,8,true,""
Kendal Green,Kenmore,8,true,""
Boston University West,Wickford Junction,8,true,""
Abington,Chinatown,8,true,""
South Street,Gloucester,8,true,""
South Attleboro,Symphony,8,true,""
Providence,Cohasset,8,true,""
Kingston,Porter,8,true,""
Wonderland,Greenbush,8,true,""
Attleboro,Windsor Gardens,8,true,""
Warren Street,Allston Street,8,true,""
Newton Centre,Northeastern University,8,true,""
T.F. Green Airport,West Roxbury,8,true,""
Windsor Gardens,Back of the Hill,8,true,""
Wachusett,Revere Beach,8,true,""
Yawkey,Stoughton,8,true,""
Wickford Junction,Davis,8,true,""
Reading,Forest Hills,8,true,""
South Weymouth,Needham Junction,8,true,""
Sullivan Square,Hersey,8,true,""
Concord,Kent Street,8,true,""
Coolidge Corner,Davis,8,true,""
Haymarket,Hastings,8,true,""
Brigham Circle,Andrew,8,true,""
Boston College,Hersey,8,true,""
Oak Grove,Porter,8,true,""
Kendal Green,North Leominster,8,true,""
Dedham Corporate Center,Newmarket,8,true,""
Wellesley Hills,South Weymouth,8,true,""
Morton Street,Sutherland Road,8,true,""
Summit Avenue,Hynes Convention Center,8,true,""
Grafton,Savin Hill,8,true,""
Ruggles,Hawes Street,8,true,""
Ayer,Rockport,8,true,""
Quincy Adams,East Weymouth,8,true,""
Brandeis/Roberts,Chinatown,8,true,""
Oak Grove,Washington Square,8,true,""
Wachusett,Heath Street,8,true,""
North Scituate,Providence,8,true,""
Boston University East,Manchester,8,true,""
JFK/UMass,Orient Heights,8,true,""
Heath Street,Needham Heights,8,true,""
Windsor Gardens,Nantasket Junction,8,true,""
Pleasant Street,Franklin/Dean College,8,true,""
Bowdoin,Green Street,8,true,""
Massachusetts Avenue,Saint Marys Street,8,true,""
Route 128,South Street,8,true,""
Wellesley Farms,Westborough,8,true,""
Revere Beach,Aquarium,8,true,""
West Concord,Jackson Square,8,true,""
East Weymouth,Ruggles,8,true,""
Dean Road,Plymouth,8,true,""
Concord,Haymarket,8,true,""
State,Cohasset,8,true,""
Foxboro,Davis,8,true,""
Cohasset,Newtonville,8,true,""
Eliot,Natick Center,8,true,""
Wedgemere,Washington Square,8,true,""
Chestnut Hill,Eliot,8,true,""
Aquarium,Stoughton,8,true,""
Haverhill,North Beverly,8,true,""
Endicott,Highland,8,true,""
Wakefield,Prudential,8,true,""
Brandon Hall,Mishawum,8,true,""
Mishawum,North Billerica,8,true,""
West Concord,Museum of Fine Arts,8,true,""
South Street,Charles/MGH,8,true,""
Summit Avenue,Windsor Gardens,8,true,""
Framingham,Stony Brook,8,true,""
Forge Park/495,Needham Junction,8,true,""
Revere Beach,Charles/MGH,8,true,""
Auburndale,T.F. Green Airport,8,true,""
Griggs Street,Foxboro,8,true,""
Norwood Central,Franklin/Dean College,8,true,""
Hersey,Chiswick Road,8,true,""
Talbot Avenue,Museum of Fine Arts,8,true,""
Griggs Street,West Newton,8,true,""
Jackson Square,Boylston,8,true,""
Government Center,North Wilmington,8,true,""
Greenbush,Blandford Street,8,true,""
Mansfield,Longwood Medical Area,8,true,""
Brookline Village,West Newton,8,true,""
Whitman,Readville,8,true,""
Chestnut Hill,Eliot,8,true,""
Beverly Farms,Silver Hill,8,true,""
Grafton,Davis,8,true,""
Wellington,Wyoming Hill,8,true,""
Saint Marys Street,South Acton,8,true,""
Halifax,Littleton/Route 495,8,true,""
Canton Center,Arlington,8,true,""
Babcock Street,Harvard,8,true,""
Warren Street,Norwood Central,8,true,""
Suffolk Downs,Shirley,8,true,""
Summit Avenue,Weymouth Landing/East Braintree,8,true,""
Canton Junction,West Concord,8,true,""
Kingston,North Beverly,8,true,""
Mishawum,Gloucester,8,true,""
Maverick,Wyoming Hill,8,true,""
North Leominster,Brookline Village,8,true,""
Newtonville,Plimptonville,8,true,""
Washington Square,Dedham Corporate Center,8,true,""
Heath Street,East Weymouth,8,true,""
Lawrence,Longwood,8,true,""
Braintree,Gloucester,8,true,""
Ayer,Coolidge Corner,8,true,""
Porter,Hersey,8,true,""
Wonderland,Summit Avenue,8,true,""
North Beverly,Four Corners/Geneva,8,true,""
Orient Heights,Fairbanks Street,8,true,""
Cohasset,East Weymouth,8,true,""
Jackson Square,Sullivan Square,8,true,""
Lincoln,Community College,8,true,""
Rowley,Fenway,8,true,""
Downtown Crossing,Cleveland Circle,8,true,""
Wellesley Square,Belmont,8,true,""
JFK/UMass,Brandon Hall,8,true,""
Bradford,Suffolk Downs,8,true,""
Belmont,Wyoming Hill,8,true,""
Silver Hill,Cohasset,8,true,""
Science Park/West End,Ballardvale,8,true,""
North Beverly,West Natick,8,true,""
Sutherland Road,Science Park/West End,8,true,""
Salem,Boston University East,8,true,""
Mansfield,Blandford Street,8,true,""
Halifax,Melrose Highlands,8,true,""
Woodland,Canton Center,8,true,""
Boylston,Worcester/Union Station,8,true,""
Saint Paul Street,Ayer,8,true,""
Brookline Village,Park Street,8,true,""
Hyde Park,Halifax,8,true,""
Lowell,Waverley,8,true,""
Brigham Circle,Newton Highlands,8,true,""
Kendall/MIT,Riverside,8,true,""
Quincy Adams,South Station,8,true,""
North Wilmington,Hanson,8,true,""
Massachusetts Avenue,Braintree,8,true,""
Wood Island,West Newton,8,true,""
Greenbush,North Billerica,8,true,""
Abington,North Leominster,8,true,""
Roxbury Crossing,Ballardvale,8,true,""
Rockport,Chestnut Hill,8,true,""
Concord,Green Street,8,true,""
Beverly,Central,8,true,""
Greenbush,Wollaston,8,true,""
Waltham,Hersey,8,true,""
Kendall/MIT,Malden Center,8,true,""
Government Center,Hersey,8,true,""
Westborough,Community College,8,true,""
South Weymouth,Tappan Street,8,true,""
South Acton,Dedham Corporate Center,8,true,""
North Scituate,Waltham,8,true,""
Beachmont,Newton Highlands,8,true,""
Massachusetts Avenue,Northeastern University,8,true,""
Providence,Lawrence,8,true,""
Government Center,Forest Hills,8,true,""
Morton Street,Worcester/Union Station,8,true,""
Eliot,Aquarium,8,true,""
Hanson,South Street,8,true,""
Savin Hill,Sutherland Road,8,true,""
South Street,Copley,8,true,""
Aquarium,Plymouth,8,true,""
Mansfield,Massachusetts Avenue,8,true,""
Belmont,Andover,8,true,""
Blandford Street,North Station,8,true,""
Silver Hill,Grafton,8,true,""
Babcock Street,Chiswick Road,8,true,""
Fairmount,Harvard,8,true,""
Bradford,Cohasset,8,true,""
Mansfield,Brigham Circle,8,true,""
Waltham,North Billerica,8,true,""
Belmont,Rowley,8,true,""
Windsor Gardens,Symphony,8,true,""
Government Center,Sullivan Square,8,true,""
Back Bay,Haverhill,8,true,""
Coolidge Corner,Nantasket Junction,8,true,""
Wyoming Hill,Beaconsfield,8,true,""
Park Street,Forest Hills,8,true,""
Jackson Square,Symphony,8,true,""
Waltham,Shawmut,8,true,""
Readville,Oak Grove,8,true,""
Sutherland Road,Rowley,8,true,""
Tappan Street,Haverhill,8,true,""
Forge Park/495,Whitman,8,true,""
Mission Park,West Hingham,8,true,""
Kenmore,Plymouth,8,true,""
Whitman,Hawes Street,8,true,""
Back Bay,Heath Street,8,true,""
Rowley,Boylston,8,true,""
Montserrat,Warren Street,8,true,""
Ayer,Waban,8,true,""
West Natick,North Beverly,8,true,""
Lechmere,Chestnut Hill Avenue,8,true,""
Auburndale,Harvard Avenue,8,true,""
Hyde Park,Lynn,8,true,""
Ayer,Chestnut Hill,8,true,""
Sullivan Square,Boylston,8,true,""
Saint Paul Street,Norfolk,8,true,""
Wellesley Hills,South Station,8,true,""
Back Bay,Chestnut Hill Avenue,8,true,""
Beverly Farms,Maverick,8,true,""
Andover,West Hingham,8,true,""
Route 128,Community College,8,true,""
Aquarium,South Street,8,true,""
Summit Avenue,Fitchburg,8,true,""
North Quincy,Summit Avenue,8,true,""
Coolidge Corner,Sutherland Road,8,true,""
Museum of Fine Arts,Sharon,8,true,""
Wedgemere,North Station,8,true,""
Heath Street,Norwood Central,8,true,""
Lincoln,Chestnut Hill,8,true,""
Ayer,North Station,8,true,""
Attleboro,Endicott,8,true,""
Back of the Hill,Science Park/West End,8,true,""
Fitchburg,Boylston,8,true,""
Canton Center,Saint Marys Street,8,true,""
Ballardvale,Waban,8,true,""
Bradford,Providence,8,true,""
Airport,Uphams Corner,8,true,""
Dean Road,Gloucester,8,true,""
Bowdoin,East Weymouth,8,true,""
Chinatown,Cleveland Circle,8,true,""
Tappan Street,Downtown Crossing,8,true,""
Reading,North Billerica,8,true,""
West Roxbury,Fenway,8,true,""
Providence,Roslindale Village,8,true,""
Fitchburg,Fairmount,8,true,""
Readville,Franklin/Dean College,8,true,""
Manchester,Swampscott,8,true,""
West Roxbury,Winchester Center,8,true,""
Quincy Center,Boston University East,8,true,""
Boston University East,Government Center,8,true,""
North Station,Roxbury Crossing,8,true,""
Walpole,Melrose/Cedar Park,8,true,""
Savin Hill,South Weymouth,8,true,""
Whitman,Manchester,8,true,""
Wellington,Waban,8,true,""
Brigham Circle,Wickford Junction,8,true,""
Wickford Junction,Saint Marys Street,8,true,""
Plymouth,Route 128,8,true,""
Jackson Square,Mansfield,8,true,""
Dedham Corporate Center,Stoughton,8,true,""
Beverly,Wellesley Farms,8,true,""
Wellesley Square,Westborough,8,true,""
Halifax,Mishawum,8,true,""
Ashmont,Fields Corner,8,true,""
Wellington,Wickford Junction,8,true,""
Brookline Village,Hynes Convention Center,8,true,""
Back Bay,West Newton,8,true,""
Chinatown,Andover,8,true,""
Riverside,Readville,8,true,""
Fenway,Halifax,8,true,""
Weymouth Landing/East Braintree,Hamilton/Wenham,8,true,""
Griggs Street,Wonderland,8,true,""
Downtown Crossing,T.F. Green Airport,8,true,""
Newtonville,Coolidge Corner,8,true,""
Newburyport,Allston Street,8,true,""
Yawkey,Hastings,8,true,""
Kendal Green,North Station,8,true,""
South Station,Beaconsfield,8,true,""
Woodland,Andrew,8,true,""
Halifax,Needham Center,8,true,""
Braintree,West Gloucester,8,true,""
Whitman,Belmont,8,true,""
Dedham Corporate Center,North Station,8,true,""
Foxboro,Fitchburg,8,true,""
Hyde Park,Airport,8,true,""
South Attleboro,Highland,8,true,""
Saint Paul Street,Newburyport,8,true,""
Wilmington,Saint Paul Street,8,true,""
Mission Park,Fitchburg,8,true,""
Chestnut Hill,Winchester Center,8,true,""
Central,Longwood Medical Area,8,true,""
Bowdoin,Endicott,8,true,""
Brandon Hall,Allston Street,8,true,""
Melrose Highlands,Grafton,8,true,""
Newtonville,Science Park/West End,8,true,""
Reading,Lowell,8,true,""
West Concord,Green Street,8,true,""
Canton Center,Andrew,8,true,""
Wakefield,Franklin/Dean College,8,true,""
Babcock Street,South Attleboro,8,true,""
Fairbanks Street,Bowdoin,8,true,""
Halifax,Roslindale Village,8,true,""
Wellesley Farms,Brookline Hills,8,true,""
West Medford,Newton Centre,8,true,""
South Weymouth,Anderson/Woburn,8,true,""
Aquarium,Winchester Center,8,true,""
Waltham,Coolidge Corner,8,true,""
Westborough,Worcester/Union Station,8,true,""
Malden Center,South Weymouth,8,true,""
Needham Heights,Lechmere,8,true,""
Route 128,Museum of Fine Arts,8,true,""
Kendall/MIT,Needham Junction,8,true,""
Riverside,Back Bay,8,true,""
Hamilton/Wenham,Chestnut Hill Avenue,8,true,""
West Concord,Harvard Avenue,8,true,""
Waban,Dean Road,8,true,""
Hanson,Roxbury Crossing,8,true,""
Belmont,Windsor Gardens,8,true,""
Blandford Street,Beachmont,8,true,""
Malden Center,Needham Junction,8,true,""
Greenwood,West Concord,8,true,""
Stony Brook,Hersey,8,true,""
Mansfield,Chestnut Hill Avenue,8,true,""
Porter,South Acton,8,true,""
Salem,Englewood Avenue,8,true,""
Canton Center,Wyoming Hill,8,true,""
Saint Paul Street,Salem,8,true,""
Dean Road,Grafton,8,true,""
Cohasset,Hamilton/Wenham,8,true,""
Haverhill,Hanson,8,true,""
Ashland,Babcock Street,8,true,""
Chelsea,Wellesley Hills,8,true,""
Revere Beach,Readville,8,true,""
Littleton/Route 495,Needham Heights,8,true,""
Reservoir,Belmont,8,true,""
Hyde Park,Mishawum,8,true,""
Davis,Wilmington,8,true,""
Longwood,State,8,true,""
Beverly Farms,Summit Avenue,8,true,""
South Attleboro,Sutherland Road,8,true,""
Lawrence,Providence,8,true,""
Beverly Farms,Fairmount,8,true,""
Canton Junction,Savin Hill,8,true,""
Waltham,Wakefield,8,true,""
Lincoln,Mishawum,8,true,""
Greenwood,Back of the Hill,8,true,""
Longwood Medical Area,Newtonville,8,true,""
Babcock Street,South Acton,8,true,""
Canton Center,Newton Centre,8,true,""
Waverley,South Station,8,true,""
Halifax,Blandford Street,8,true,""
Kendal Green,Government Center,8,true,""
Mishawum,Longwood,8,true,""
Ruggles,Park Street,8,true,""
Forest Hills,Hawes Street,8,true,""
Lynn,Assembly,8,true,""
Brigham Circle,Brandon Hall,8,true,""
Wellesley Square,Route 128,8,true,""
North Quincy,Haverhill,8,true,""
Wood Island,Reservoir,8,true,""
Ashmont,Swampscott,8,true,""
Suffolk Downs,West Natick,8,true,""
Forest Hills,Norwood Central,8,true,""
Norfolk,Yawkey,8,true,""
North Wilmington,T.F. Green Airport,8,true,""
Heath Street,Forge Park/495,8,true,""
Tappan Street,Blandford Street,8,true,""
Morton Street,Allston Street,8,true,""
Auburndale,Lynn,8,true,""
Lynn,West Newton,8,true,""
Talbot Avenue,Cleveland Circle,8,true,""
Beverly,Englewood Avenue,8,true,""
Highland,Hamilton/Wenham,8,true,""
Uphams Corner,Longwood Medical Area,8,true,""
Sutherland Road,Hastings,8,true,""
Allston Street,Providence,8,true,""
Longwood Medical Area,Roslindale Village,8,true,""
Wonderland,Forge Park/495,8,true,""
JFK/UMass,Hyde Park,8,true,""
Hanson,Littleton/Route 495,8,true,""
Route 128,Mishawum,8,true,""
North Quincy,Revere Beach,8,true,""
Beachmont,State,8,true,""
North Station,Riverway,8,true,""
